,mp,mp,fg,fga,fg%,3p,3pa,3p%,ft,fta,ft%,orb,drb,trb,ast,stl,blk,tov,pf,pts,+/-,ts%,efg%,3par,ftr,orb%,drb%,trb%,ast%,stl%,blk%,tov%,usg%,ortg,drtg,mp_max,mp_max,fg_max,fga_max,fg%_max,3p_max,3pa_max,3p%_max,ft_max,fta_max,ft%_max,orb_max,drb_max,trb_max,ast_max,stl_max,blk_max,tov_max,pf_max,pts_max,+/-_max,ts%_max,efg%_max,3par_max,ftr_max,orb%_max,drb%_max,trb%_max,ast%_max,stl%_max,blk%_max,tov%_max,usg%_max,ortg_max,drtg_max,team,total,home,index_opp,mp_opp,mp_opp,fg_opp,fga_opp,fg%_opp,3p_opp,3pa_opp,3p%_opp,ft_opp,fta_opp,ft%_opp,orb_opp,drb_opp,trb_opp,ast_opp,stl_opp,blk_opp,tov_opp,pf_opp,pts_opp,+/-_opp,ts%_opp,efg%_opp,3par_opp,ftr_opp,orb%_opp,drb%_opp,trb%_opp,ast%_opp,stl%_opp,blk%_opp,tov%_opp,usg%_opp,ortg_opp,drtg_opp,mp_max_opp,mp_max_opp,fg_max_opp,fga_max_opp,fg%_max_opp,3p_max_opp,3pa_max_opp,3p%_max_opp,ft_max_opp,fta_max_opp,ft%_max_opp,orb_max_opp,drb_max_opp,trb_max_opp,ast_max_opp,stl_max_opp,blk_max_opp,tov_max_opp,pf_max_opp,pts_max_opp,+/-_max_opp,ts%_max_opp,efg%_max_opp,3par_max_opp,ftr_max_opp,orb%_max_opp,drb%_max_opp,trb%_max_opp,ast%_max_opp,stl%_max_opp,blk%_max_opp,tov%_max_opp,usg%_max_opp,ortg_max_opp,drtg_max_opp,team_opp,total_opp,home_opp,season,date,won
224,240.0,240.0,43.0,89.0,0.483,10.0,25.0,0.4,20.0,24.0,0.833,10.0,34.0,44.0,17.0,4.0,2.0,18.0,35.0,116.0,,0.583,0.539,0.281,0.27,25.6,82.9,55.0,39.5,3.9,3.5,15.3,100.0,114.4,117.3,,,12.0,20.0,0.714,3.0,5.0,0.75,11.0,11.0,1.0,4.0,8.0,10.0,7.0,2.0,1.0,4.0,6.0,38.0,13.0,0.9,0.9,1.0,0.571,18.3,34.1,22.3,31.8,3.0,5.1,100.0,46.2,145.0,122.0,BOS,116,0,1,240.0,240.0,38.0,78.0,0.487,11.0,21.0,0.524,32.0,43.0,0.744,7.0,29.0,36.0,13.0,5.0,4.0,11.0,22.0,119.0,,0.614,0.558,0.269,0.551,17.1,74.4,45.0,34.2,4.9,6.3,10.2,100.0,117.3,114.4,,,10.0,16.0,0.625,3.0,5.0,1.0,8.0,10.0,1.0,4.0,8.0,12.0,3.0,2.0,2.0,4.0,3.0,31.0,19.0,0.9,0.9,0.8,1.0,13.6,34.9,20.8,22.7,2.7,5.0,20.0,78.3,186.0,121.0,DET,119,1,2016,2015-12-16,False
225,240.0,240.0,38.0,78.0,0.487,11.0,21.0,0.524,32.0,43.0,0.744,7.0,29.0,36.0,13.0,5.0,4.0,11.0,22.0,119.0,,0.614,0.558,0.269,0.551,17.1,74.4,45.0,34.2,4.9,6.3,10.2,100.0,117.3,114.4,,,10.0,16.0,0.625,3.0,5.0,1.0,8.0,10.0,1.0,4.0,8.0,12.0,3.0,2.0,2.0,4.0,3.0,31.0,19.0,0.9,0.9,0.8,1.0,13.6,34.9,20.8,22.7,2.7,5.0,20.0,78.3,186.0,121.0,DET,119,1,0,240.0,240.0,43.0,89.0,0.483,10.0,25.0,0.4,20.0,24.0,0.833,10.0,34.0,44.0,17.0,4.0,2.0,18.0,35.0,116.0,,0.583,0.539,0.281,0.27,25.6,82.9,55.0,39.5,3.9,3.5,15.3,100.0,114.4,117.3,,,12.0,20.0,0.714,3.0,5.0,0.75,11.0,11.0,1.0,4.0,8.0,10.0,7.0,2.0,1.0,4.0,6.0,38.0,13.0,0.9,0.9,1.0,0.571,18.3,34.1,22.3,31.8,3.0,5.1,100.0,46.2,145.0,122.0,BOS,116,0,2016,2015-12-16,True
226,240.0,240.0,41.0,91.0,0.451,5.0,22.0,0.227,16.0,18.0,0.889,7.0,34.0,41.0,28.0,11.0,4.0,20.0,20.0,103.0,,0.521,0.478,0.242,0.198,14.9,79.1,45.6,68.3,10.2,7.1,16.8,100.0,95.1,118.2,,,9.0,16.0,0.692,3.0,5.0,0.6,6.0,6.0,1.0,2.0,6.0,8.0,8.0,3.0,2.0,5.0,3.0,24.0,15.0,0.838,0.808,0.75,1.0,7.3,46.5,22.2,55.2,8.8,4.8,33.3,32.8,212.0,127.0,PHO,103,0,1,240.0,240.0,46.0,88.0,0.523,15.0,32.0,0.469,21.0,27.0,0.778,9.0,40.0,49.0,32.0,12.0,4.0,17.0,17.0,128.0,,0.641,0.608,0.364,0.307,20.9,85.1,54.4,69.6,11.1,5.8,14.5,100.0,118.2,95.1,,,15.0,22.0,1.0,8.0,13.0,0.667,5.0,6.0,1.0,4.0,11.0,12.0,10.0,5.0,1.0,3.0,5.0,43.0,42.0,1.0,1.0,0.625,0.857,18.6,74.7,39.0,40.4,7.1,5.2,77.3,39.8,200.0,103.0,GSW,128,1,2016,2015-12-16,False
227,240.0,240.0,46.0,88.0,0.523,15.0,32.0,0.469,21.0,27.0,0.778,9.0,40.0,49.0,32.0,12.0,4.0,17.0,17.0,128.0,,0.641,0.608,0.364,0.307,20.9,85.1,54.4,69.6,11.1,5.8,14.5,100.0,118.2,95.1,,,15.0,22.0,1.0,8.0,13.0,0.667,5.0,6.0,1.0,4.0,11.0,12.0,10.0,5.0,1.0,3.0,5.0,43.0,42.0,1.0,1.0,0.625,0.857,18.6,74.7,39.0,40.4,7.1,5.2,77.3,39.8,200.0,103.0,GSW,128,1,0,240.0,240.0,41.0,91.0,0.451,5.0,22.0,0.227,16.0,18.0,0.889,7.0,34.0,41.0,28.0,11.0,4.0,20.0,20.0,103.0,,0.521,0.478,0.242,0.198,14.9,79.1,45.6,68.3,10.2,7.1,16.8,100.0,95.1,118.2,,,9.0,16.0,0.692,3.0,5.0,0.6,6.0,6.0,1.0,2.0,6.0,8.0,8.0,3.0,2.0,5.0,3.0,24.0,15.0,0.838,0.808,0.75,1.0,7.3,46.5,22.2,55.2,8.8,4.8,33.3,32.8,212.0,127.0,PHO,103,0,2016,2015-12-16,True
228,240.0,240.0,33.0,90.0,0.367,8.0,33.0,0.242,7.0,10.0,0.7,11.0,36.0,47.0,16.0,2.0,3.0,11.0,16.0,81.0,,0.429,0.411,0.367,0.111,20.8,87.8,50.0,48.5,2.1,5.0,10.4,100.0,85.2,112.5,,,6.0,16.0,1.0,3.0,7.0,1.0,2.0,3.0,1.0,6.0,8.0,14.0,6.0,1.0,2.0,3.0,3.0,16.0,4.0,1.33,1.5,1.0,2.0,25.6,44.2,33.7,39.0,1.9,6.3,25.0,39.7,270.0,117.0,DAL,81,0,1,240.0,240.0,43.0,89.0,0.483,11.0,29.0,0.379,10.0,17.0,0.588,5.0,42.0,47.0,28.0,9.0,4.0,8.0,17.0,107.0,,0.555,0.545,0.326,0.191,12.2,79.2,50.0,65.1,9.5,7.0,7.7,100.0,112.5,85.2,,,7.0,18.0,1.0,3.0,9.0,1.0,3.0,5.0,1.0,2.0,10.0,10.0,7.0,2.0,1.0,3.0,3.0,20.0,18.0,1.25,1.25,0.692,2.0,34.1,57.2,32.3,70.5,3.8,4.6,33.3,31.9,250.0,98.0,IND,107,1,2016,2015-12-16,False
229,240.0,240.0,43.0,89.0,0.483,11.0,29.0,0.379,10.0,17.0,0.588,5.0,42.0,47.0,28.0,9.0,4.0,8.0,17.0,107.0,,0.555,0.545,0.326,0.191,12.2,79.2,50.0,65.1,9.5,7.0,7.7,100.0,112.5,85.2,,,7.0,18.0,1.0,3.0,9.0,1.0,3.0,5.0,1.0,2.0,10.0,10.0,7.0,2.0,1.0,3.0,3.0,20.0,18.0,1.25,1.25,0.692,2.0,34.1,57.2,32.3,70.5,3.8,4.6,33.3,31.9,250.0,98.0,IND,107,1,0,240.0,240.0,33.0,90.0,0.367,8.0,33.0,0.242,7.0,10.0,0.7,11.0,36.0,47.0,16.0,2.0,3.0,11.0,16.0,81.0,,0.429,0.411,0.367,0.111,20.8,87.8,50.0,48.5,2.1,5.0,10.4,100.0,85.2,112.5,,,6.0,16.0,1.0,3.0,7.0,1.0,2.0,3.0,1.0,6.0,8.0,14.0,6.0,1.0,2.0,3.0,3.0,16.0,4.0,1.33,1.5,1.0,2.0,25.6,44.2,33.7,39.0,1.9,6.3,25.0,39.7,270.0,117.0,DAL,81,0,2016,2015-12-16,True
230,240.0,240.0,38.0,88.0,0.432,5.0,16.0,0.313,9.0,11.0,0.818,15.0,26.0,41.0,21.0,9.0,6.0,11.0,21.0,90.0,,0.485,0.46,0.182,0.125,33.3,72.2,50.6,55.3,10.4,11.1,10.6,100.0,104.3,119.4,,,8.0,18.0,0.75,3.0,9.0,1.0,6.0,6.0,1.0,4.0,9.0,11.0,6.0,3.0,3.0,4.0,5.0,17.0,7.0,0.676,0.75,0.5,0.545,20.4,35.4,22.7,25.7,15.1,12.7,33.3,27.0,147.0,130.0,MIL,90,0,1,240.0,240.0,36.0,75.0,0.48,11.0,21.0,0.524,20.0,24.0,0.833,10.0,30.0,40.0,25.0,7.0,4.0,14.0,10.0,103.0,,0.602,0.553,0.28,0.32,27.8,66.7,49.4,69.4,8.1,5.6,14.1,100.0,119.4,104.3,,,7.0,13.0,1.0,3.0,6.0,1.0,6.0,7.0,1.0,3.0,7.0,8.0,8.0,2.0,2.0,4.0,3.0,21.0,17.0,1.014,1.0,0.667,0.667,21.7,29.0,25.7,44.7,6.3,7.2,40.3,29.6,215.0,111.0,LAC,103,1,2016,2015-12-16,False
231,240.0,240.0,36.0,75.0,0.48,11.0,21.0,0.524,20.0,24.0,0.833,10.0,30.0,40.0,25.0,7.0,4.0,14.0,10.0,103.0,,0.602,0.553,0.28,0.32,27.8,66.7,49.4,69.4,8.1,5.6,14.1,100.0,119.4,104.3,,,7.0,13.0,1.0,3.0,6.0,1.0,6.0,7.0,1.0,3.0,7.0,8.0,8.0,2.0,2.0,4.0,3.0,21.0,17.0,1.014,1.0,0.667,0.667,21.7,29.0,25.7,44.7,6.3,7.2,40.3,29.6,215.0,111.0,LAC,103,1,0,240.0,240.0,38.0,88.0,0.432,5.0,16.0,0.313,9.0,11.0,0.818,15.0,26.0,41.0,21.0,9.0,6.0,11.0,21.0,90.0,,0.485,0.46,0.182,0.125,33.3,72.2,50.6,55.3,10.4,11.1,10.6,100.0,104.3,119.4,,,8.0,18.0,0.75,3.0,9.0,1.0,6.0,6.0,1.0,4.0,9.0,11.0,6.0,3.0,3.0,4.0,5.0,17.0,7.0,0.676,0.75,0.5,0.545,20.4,35.4,22.7,25.7,15.1,12.7,33.3,27.0,147.0,130.0,MIL,90,0,2016,2015-12-16,True
232,240.0,240.0,42.0,101.0,0.416,4.0,21.0,0.19,14.0,14.0,1.0,16.0,34.0,50.0,21.0,12.0,2.0,7.0,23.0,102.0,,0.476,0.436,0.208,0.139,30.8,70.8,50.0,50.0,12.6,3.1,6.1,100.0,107.3,112.5,,,11.0,22.0,0.667,2.0,5.0,1.0,7.0,7.0,1.0,5.0,7.0,11.0,12.0,8.0,1.0,2.0,4.0,25.0,11.0,0.709,0.667,1.0,0.318,15.6,35.5,24.3,44.4,11.8,2.1,9.2,31.7,143.0,123.0,MIN,102,0,1,240.0,240.0,37.0,85.0,0.435,8.0,21.0,0.381,25.0,30.0,0.833,14.0,36.0,50.0,28.0,2.0,10.0,14.0,17.0,107.0,,0.545,0.482,0.247,0.353,29.2,69.2,50.0,75.7,2.1,12.5,12.5,100.0,112.5,107.3,,,9.0,15.0,1.0,3.0,6.0,1.0,8.0,9.0,1.0,3.0,12.0,15.0,9.0,1.0,7.0,4.0,5.0,29.0,13.0,1.0,1.0,1.0,1.0,14.8,31.8,20.7,43.1,1.6,14.4,57.1,27.6,209.0,117.0,NYK,107,1,2016,2015-12-16,False
233,240.0,240.0,37.0,85.0,0.435,8.0,21.0,0.381,25.0,30.0,0.833,14.0,36.0,50.0,28.0,2.0,10.0,14.0,17.0,107.0,,0.545,0.482,0.247,0.353,29.2,69.2,50.0,75.7,2.1,12.5,12.5,100.0,112.5,107.3,,,9.0,15.0,1.0,3.0,6.0,1.0,8.0,9.0,1.0,3.0,12.0,15.0,9.0,1.0,7.0,4.0,5.0,29.0,13.0,1.0,1.0,1.0,1.0,14.8,31.8,20.7,43.1,1.6,14.4,57.1,27.6,209.0,117.0,NYK,107,1,0,240.0,240.0,42.0,101.0,0.416,4.0,21.0,0.19,14.0,14.0,1.0,16.0,34.0,50.0,21.0,12.0,2.0,7.0,23.0,102.0,,0.476,0.436,0.208,0.139,30.8,70.8,50.0,50.0,12.6,3.1,6.1,100.0,107.3,112.5,,,11.0,22.0,0.667,2.0,5.0,1.0,7.0,7.0,1.0,5.0,7.0,11.0,12.0,8.0,1.0,2.0,4.0,25.0,11.0,0.709,0.667,1.0,0.318,15.6,35.5,24.3,44.4,11.8,2.1,9.2,31.7,143.0,123.0,MIN,102,0,2016,2015-12-16,True
234,240.0,240.0,32.0,92.0,0.348,11.0,26.0,0.423,15.0,18.0,0.833,17.0,30.0,47.0,13.0,6.0,3.0,18.0,28.0,90.0,,0.45,0.408,0.283,0.196,31.5,68.2,48.0,40.6,6.2,4.6,15.3,100.0,92.4,108.8,,,9.0,20.0,0.8,4.0,8.0,1.0,6.0,6.0,1.0,9.0,6.0,10.0,4.0,2.0,1.0,5.0,4.0,24.0,9.0,0.833,0.833,1.0,1.0,30.8,28.0,18.9,27.0,5.4,4.1,50.0,34.0,128.0,115.0,POR,90,0,1,240.0,240.0,38.0,79.0,0.481,2.0,14.0,0.143,28.0,37.0,0.757,14.0,37.0,51.0,13.0,6.0,8.0,18.0,20.0,106.0,,0.556,0.494,0.177,0.468,31.8,68.5,52.0,34.2,6.2,12.1,15.9,100.0,108.8,92.4,,,8.0,15.0,0.667,1.0,4.0,0.5,7.0,9.0,1.0,6.0,11.0,13.0,5.0,2.0,4.0,3.0,3.0,24.0,17.0,0.688,0.667,1.0,2.0,30.2,39.2,27.1,30.7,15.9,12.1,28.6,30.5,138.0,106.0,OKC,106,1,2016,2015-12-16,False
235,240.0,240.0,38.0,79.0,0.481,2.0,14.0,0.143,28.0,37.0,0.757,14.0,37.0,51.0,13.0,6.0,8.0,18.0,20.0,106.0,,0.556,0.494,0.177,0.468,31.8,68.5,52.0,34.2,6.2,12.1,15.9,100.0,108.8,92.4,,,8.0,15.0,0.667,1.0,4.0,0.5,7.0,9.0,1.0,6.0,11.0,13.0,5.0,2.0,4.0,3.0,3.0,24.0,17.0,0.688,0.667,1.0,2.0,30.2,39.2,27.1,30.7,15.9,12.1,28.6,30.5,138.0,106.0,OKC,106,1,0,240.0,240.0,32.0,92.0,0.348,11.0,26.0,0.423,15.0,18.0,0.833,17.0,30.0,47.0,13.0,6.0,3.0,18.0,28.0,90.0,,0.45,0.408,0.283,0.196,31.5,68.2,48.0,40.6,6.2,4.6,15.3,100.0,92.4,108.8,,,9.0,20.0,0.8,4.0,8.0,1.0,6.0,6.0,1.0,9.0,6.0,10.0,4.0,2.0,1.0,5.0,4.0,24.0,9.0,0.833,0.833,1.0,1.0,30.8,28.0,18.9,27.0,5.4,4.1,50.0,34.0,128.0,115.0,POR,90,0,2016,2015-12-16,True
236,240.0,240.0,36.0,79.0,0.456,14.0,34.0,0.412,12.0,15.0,0.8,7.0,26.0,33.0,23.0,12.0,3.0,16.0,19.0,98.0,,0.572,0.544,0.43,0.19,16.3,86.7,45.2,63.9,12.7,5.7,15.7,100.0,103.9,119.8,,,7.0,12.0,1.0,3.0,7.0,1.0,5.0,6.0,1.0,2.0,5.0,5.0,9.0,4.0,3.0,3.0,4.0,16.0,5.0,1.25,1.25,0.75,1.667,11.3,30.5,18.7,54.3,8.5,10.4,30.0,30.4,250.0,128.0,CHO,98,0,1,240.0,240.0,43.0,77.0,0.558,14.0,24.0,0.583,13.0,15.0,0.867,4.0,36.0,40.0,28.0,12.0,4.0,17.0,15.0,113.0,,0.676,0.649,0.312,0.195,13.3,83.7,54.8,65.1,12.7,8.9,16.9,100.0,119.8,103.9,,,7.0,14.0,0.833,5.0,7.0,0.714,4.0,4.0,1.0,2.0,7.0,8.0,9.0,2.0,2.0,3.0,4.0,17.0,23.0,1.079,1.071,1.0,0.667,12.9,28.5,21.0,40.7,4.4,12.7,100.0,39.9,185.0,115.0,ORL,113,1,2016,2015-12-16,False
237,240.0,240.0,43.0,77.0,0.558,14.0,24.0,0.583,13.0,15.0,0.867,4.0,36.0,40.0,28.0,12.0,4.0,17.0,15.0,113.0,,0.676,0.649,0.312,0.195,13.3,83.7,54.8,65.1,12.7,8.9,16.9,100.0,119.8,103.9,,,7.0,14.0,0.833,5.0,7.0,0.714,4.0,4.0,1.0,2.0,7.0,8.0,9.0,2.0,2.0,3.0,4.0,17.0,23.0,1.079,1.071,1.0,0.667,12.9,28.5,21.0,40.7,4.4,12.7,100.0,39.9,185.0,115.0,ORL,113,1,0,240.0,240.0,36.0,79.0,0.456,14.0,34.0,0.412,12.0,15.0,0.8,7.0,26.0,33.0,23.0,12.0,3.0,16.0,19.0,98.0,,0.572,0.544,0.43,0.19,16.3,86.7,45.2,63.9,12.7,5.7,15.7,100.0,103.9,119.8,,,7.0,12.0,1.0,3.0,7.0,1.0,5.0,6.0,1.0,2.0,5.0,5.0,9.0,4.0,3.0,3.0,4.0,16.0,5.0,1.25,1.25,0.75,1.667,11.3,30.5,18.7,54.3,8.5,10.4,30.0,30.4,250.0,128.0,CHO,98,0,2016,2015-12-16,True
238,240.0,240.0,35.0,84.0,0.417,3.0,15.0,0.2,22.0,25.0,0.88,10.0,28.0,38.0,22.0,6.0,4.0,12.0,18.0,95.0,,0.5,0.435,0.179,0.298,22.2,77.8,46.9,62.9,6.4,6.6,11.2,100.0,100.9,121.1,,,9.0,18.0,1.0,2.0,7.0,0.333,7.0,8.0,1.0,3.0,8.0,10.0,11.0,3.0,3.0,5.0,4.0,20.0,0.0,1.0,1.0,0.5,1.0,12.6,27.8,18.5,50.5,6.7,7.0,34.0,31.2,200.0,127.0,WAS,95,0,1,240.0,240.0,44.0,83.0,0.53,8.0,22.0,0.364,18.0,23.0,0.783,8.0,35.0,43.0,29.0,10.0,9.0,11.0,21.0,114.0,,0.612,0.578,0.265,0.277,22.2,77.8,53.1,65.9,10.6,13.0,10.6,100.0,121.1,100.9,,,9.0,15.0,1.0,4.0,7.0,1.0,5.0,6.0,1.0,3.0,7.0,10.0,10.0,4.0,2.0,3.0,3.0,27.0,17.0,1.5,1.5,1.0,1.333,17.8,56.1,31.2,62.1,5.3,9.3,50.0,28.6,300.0,112.0,SAS,114,1,2016,2015-12-16,False
239,240.0,240.0,44.0,83.0,0.53,8.0,22.0,0.364,18.0,23.0,0.783,8.0,35.0,43.0,29.0,10.0,9.0,11.0,21.0,114.0,,0.612,0.578,0.265,0.277,22.2,77.8,53.1,65.9,10.6,13.0,10.6,100.0,121.1,100.9,,,9.0,15.0,1.0,4.0,7.0,1.0,5.0,6.0,1.0,3.0,7.0,10.0,10.0,4.0,2.0,3.0,3.0,27.0,17.0,1.5,1.5,1.0,1.333,17.8,56.1,31.2,62.1,5.3,9.3,50.0,28.6,300.0,112.0,SAS,114,1,0,240.0,240.0,35.0,84.0,0.417,3.0,15.0,0.2,22.0,25.0,0.88,10.0,28.0,38.0,22.0,6.0,4.0,12.0,18.0,95.0,,0.5,0.435,0.179,0.298,22.2,77.8,46.9,62.9,6.4,6.6,11.2,100.0,100.9,121.1,,,9.0,18.0,1.0,2.0,7.0,0.333,7.0,8.0,1.0,3.0,8.0,10.0,11.0,3.0,3.0,5.0,4.0,20.0,0.0,1.0,1.0,0.5,1.0,12.6,27.8,18.5,50.5,6.7,7.0,34.0,31.2,200.0,127.0,WAS,95,0,2016,2015-12-16,True
240,240.0,240.0,34.0,73.0,0.466,10.0,21.0,0.476,26.0,28.0,0.929,8.0,28.0,36.0,14.0,9.0,2.0,10.0,24.0,104.0,,0.609,0.534,0.288,0.384,21.6,84.8,51.4,41.2,10.6,4.3,10.5,100.0,122.3,110.5,,,7.0,15.0,1.0,4.0,7.0,1.0,13.0,13.0,1.0,2.0,11.0,13.0,5.0,2.0,1.0,3.0,4.0,24.0,15.0,1.031,1.167,1.0,1.3,52.2,42.0,27.6,37.4,4.8,4.3,100.0,40.6,208.0,118.0,NOP,104,0,1,240.0,240.0,32.0,67.0,0.478,7.0,20.0,0.35,23.0,29.0,0.793,5.0,29.0,34.0,17.0,4.0,4.0,12.0,20.0,94.0,,0.589,0.53,0.299,0.433,15.2,78.4,48.6,53.1,4.7,7.7,13.1,100.0,110.5,122.3,,,10.0,15.0,1.0,3.0,7.0,1.0,9.0,12.0,1.0,2.0,6.0,7.0,5.0,2.0,1.0,3.0,5.0,22.0,4.0,1.333,1.333,0.667,1.091,8.2,42.3,22.4,53.6,3.9,9.3,100.0,28.8,257.0,130.0,UTA,94,1,2016,2015-12-16,True
241,240.0,240.0,32.0,67.0,0.478,7.0,20.0,0.35,23.0,29.0,0.793,5.0,29.0,34.0,17.0,4.0,4.0,12.0,20.0,94.0,,0.589,0.53,0.299,0.433,15.2,78.4,48.6,53.1,4.7,7.7,13.1,100.0,110.5,122.3,,,10.0,15.0,1.0,3.0,7.0,1.0,9.0,12.0,1.0,2.0,6.0,7.0,5.0,2.0,1.0,3.0,5.0,22.0,4.0,1.333,1.333,0.667,1.091,8.2,42.3,22.4,53.6,3.9,9.3,100.0,28.8,257.0,130.0,UTA,94,1,0,240.0,240.0,34.0,73.0,0.466,10.0,21.0,0.476,26.0,28.0,0.929,8.0,28.0,36.0,14.0,9.0,2.0,10.0,24.0,104.0,,0.609,0.534,0.288,0.384,21.6,84.8,51.4,41.2,10.6,4.3,10.5,100.0,122.3,110.5,,,7.0,15.0,1.0,4.0,7.0,1.0,13.0,13.0,1.0,2.0,11.0,13.0,5.0,2.0,1.0,3.0,4.0,24.0,15.0,1.031,1.167,1.0,1.3,52.2,42.0,27.6,37.4,4.8,4.3,100.0,40.6,208.0,118.0,NOP,104,0,2016,2015-12-16,False
242,265.0,265.0,35.0,97.0,0.361,9.0,39.0,0.231,20.0,28.0,0.714,9.0,37.0,46.0,18.0,7.0,10.0,8.0,22.0,99.0,,0.453,0.407,0.402,0.289,16.7,86.0,47.4,51.4,6.7,17.9,6.8,100.0,95.0,104.6,,,12.0,29.0,1.0,5.0,17.0,0.5,7.0,8.0,0.875,3.0,15.0,18.0,7.0,2.0,7.0,3.0,6.0,31.0,2.0,0.798,1.0,0.875,2.0,35.9,46.3,30.0,31.8,3.0,16.6,33.3,36.8,176.0,111.0,TOR,99,0,1,265.0,265.0,37.0,85.0,0.435,10.0,29.0,0.345,25.0,31.0,0.806,6.0,45.0,51.0,23.0,5.0,9.0,13.0,23.0,109.0,,0.553,0.494,0.341,0.365,14.0,83.3,52.6,62.2,4.8,15.5,11.6,100.0,104.6,95.0,,,13.0,24.0,1.0,4.0,7.0,1.0,7.0,9.0,1.0,2.0,10.0,10.0,7.0,3.0,3.0,3.0,6.0,35.0,12.0,1.25,1.25,0.833,1.0,14.8,42.3,23.5,33.6,6.6,10.0,33.3,32.8,166.0,105.0,CHO,109,1,2016,2015-12-17,False
243,265.0,265.0,37.0,85.0,0.435,10.0,29.0,0.345,25.0,31.0,0.806,6.0,45.0,51.0,23.0,5.0,9.0,13.0,23.0,109.0,,0.553,0.494,0.341,0.365,14.0,83.3,52.6,62.2,4.8,15.5,11.6,100.0,104.6,95.0,,,13.0,24.0,1.0,4.0,7.0,1.0,7.0,9.0,1.0,2.0,10.0,10.0,7.0,3.0,3.0,3.0,6.0,35.0,12.0,1.25,1.25,0.833,1.0,14.8,42.3,23.5,33.6,6.6,10.0,33.3,32.8,166.0,105.0,CHO,109,1,0,265.0,265.0,35.0,97.0,0.361,9.0,39.0,0.231,20.0,28.0,0.714,9.0,37.0,46.0,18.0,7.0,10.0,8.0,22.0,99.0,,0.453,0.407,0.402,0.289,16.7,86.0,47.4,51.4,6.7,17.9,6.8,100.0,95.0,104.6,,,12.0,29.0,1.0,5.0,17.0,0.5,7.0,8.0,0.875,3.0,15.0,18.0,7.0,2.0,7.0,3.0,6.0,31.0,2.0,0.798,1.0,0.875,2.0,35.9,46.3,30.0,31.8,3.0,16.6,33.3,36.8,176.0,111.0,TOR,99,0,2016,2015-12-17,True
244,240.0,240.0,35.0,74.0,0.473,6.0,20.0,0.3,24.0,28.0,0.857,9.0,27.0,36.0,23.0,7.0,7.0,12.0,20.0,100.0,,0.579,0.514,0.27,0.378,25.7,62.8,46.2,65.7,7.9,11.9,12.2,100.0,113.0,117.5,,,10.0,18.0,0.667,2.0,6.0,1.0,9.0,10.0,1.0,3.0,6.0,9.0,10.0,3.0,3.0,4.0,6.0,27.0,10.0,0.833,0.833,0.429,0.588,17.4,36.3,20.0,66.1,6.5,11.6,40.0,34.9,217.0,122.0,OKC,100,0,1,240.0,240.0,41.0,88.0,0.466,12.0,29.0,0.414,10.0,13.0,0.769,16.0,26.0,42.0,29.0,6.0,1.0,16.0,22.0,104.0,,0.555,0.534,0.33,0.148,37.2,74.3,53.8,70.7,6.8,1.9,14.6,100.0,117.5,113.0,,,12.0,27.0,0.7,3.0,6.0,0.5,7.0,8.0,1.0,11.0,7.0,15.0,11.0,2.0,1.0,7.0,4.0,33.0,13.0,0.833,0.833,0.667,0.296,35.2,25.3,26.5,50.4,4.0,2.6,40.0,41.4,141.0,121.0,CLE,104,1,2016,2015-12-17,False
245,240.0,240.0,41.0,88.0,0.466,12.0,29.0,0.414,10.0,13.0,0.769,16.0,26.0,42.0,29.0,6.0,1.0,16.0,22.0,104.0,,0.555,0.534,0.33,0.148,37.2,74.3,53.8,70.7,6.8,1.9,14.6,100.0,117.5,113.0,,,12.0,27.0,0.7,3.0,6.0,0.5,7.0,8.0,1.0,11.0,7.0,15.0,11.0,2.0,1.0,7.0,4.0,33.0,13.0,0.833,0.833,0.667,0.296,35.2,25.3,26.5,50.4,4.0,2.6,40.0,41.4,141.0,121.0,CLE,104,1,0,240.0,240.0,35.0,74.0,0.473,6.0,20.0,0.3,24.0,28.0,0.857,9.0,27.0,36.0,23.0,7.0,7.0,12.0,20.0,100.0,,0.579,0.514,0.27,0.378,25.7,62.8,46.2,65.7,7.9,11.9,12.2,100.0,113.0,117.5,,,10.0,18.0,0.667,2.0,6.0,1.0,9.0,10.0,1.0,3.0,6.0,9.0,10.0,3.0,3.0,4.0,6.0,27.0,10.0,0.833,0.833,0.429,0.588,17.4,36.3,20.0,66.1,6.5,11.6,40.0,34.9,217.0,122.0,OKC,100,0,2016,2015-12-17,True
