,mp,mp,fg,fga,fg%,3p,3pa,3p%,ft,fta,ft%,orb,drb,trb,ast,stl,blk,tov,pf,pts,+/-,ts%,efg%,3par,ftr,orb%,drb%,trb%,ast%,stl%,blk%,tov%,usg%,ortg,drtg,mp_max,mp_max,fg_max,fga_max,fg%_max,3p_max,3pa_max,3p%_max,ft_max,fta_max,ft%_max,orb_max,drb_max,trb_max,ast_max,stl_max,blk_max,tov_max,pf_max,pts_max,+/-_max,ts%_max,efg%_max,3par_max,ftr_max,orb%_max,drb%_max,trb%_max,ast%_max,stl%_max,blk%_max,tov%_max,usg%_max,ortg_max,drtg_max,team,total,home,index_opp,mp_opp,mp_opp,fg_opp,fga_opp,fg%_opp,3p_opp,3pa_opp,3p%_opp,ft_opp,fta_opp,ft%_opp,orb_opp,drb_opp,trb_opp,ast_opp,stl_opp,blk_opp,tov_opp,pf_opp,pts_opp,+/-_opp,ts%_opp,efg%_opp,3par_opp,ftr_opp,orb%_opp,drb%_opp,trb%_opp,ast%_opp,stl%_opp,blk%_opp,tov%_opp,usg%_opp,ortg_opp,drtg_opp,mp_max_opp,mp_max_opp,fg_max_opp,fga_max_opp,fg%_max_opp,3p_max_opp,3pa_max_opp,3p%_max_opp,ft_max_opp,fta_max_opp,ft%_max_opp,orb_max_opp,drb_max_opp,trb_max_opp,ast_max_opp,stl_max_opp,blk_max_opp,tov_max_opp,pf_max_opp,pts_max_opp,+/-_max_opp,ts%_max_opp,efg%_max_opp,3par_max_opp,ftr_max_opp,orb%_max_opp,drb%_max_opp,trb%_max_opp,ast%_max_opp,stl%_max_opp,blk%_max_opp,tov%_max_opp,usg%_max_opp,ortg_max_opp,drtg_max_opp,team_opp,total_opp,home_opp,season,date,won
627,240.0,240.0,41.0,87.0,0.471,16.0,36.0,0.444,13.0,13.0,1.0,8.0,34.0,42.0,27.0,7.0,4.0,21.0,23.0,111.0,,0.599,0.563,0.414,0.149,18.2,77.3,47.7,65.9,6.8,5.9,18.5,100.0,107.4,111.2,,,9.0,14.0,1.0,4.0,7.0,0.667,5.0,5.0,1.0,3.0,10.0,13.0,7.0,2.0,2.0,5.0,6.0,23.0,7.0,1.064,1.0,1.0,2.0,16.2,39.4,25.6,49.4,4.0,3.7,51.5,31.5,143.0,117.0,ATL,111,1,0,240.0,240.0,44.0,88.0,0.5,8.0,20.0,0.4,19.0,28.0,0.679,10.0,36.0,46.0,27.0,13.0,1.0,14.0,12.0,115.0,,0.573,0.545,0.227,0.318,22.7,81.8,52.3,61.4,12.6,2.0,12.2,100.0,111.2,107.4,,,11.0,17.0,1.0,3.0,5.0,1.0,7.0,10.0,1.0,3.0,9.0,11.0,10.0,4.0,1.0,4.0,2.0,30.0,16.0,1.042,1.0,0.385,1.0,11.7,27.7,17.5,51.7,5.5,2.6,25.0,25.3,219.0,117.0,MIA,115,0,2016,2016-02-19,False
628,240.0,240.0,36.0,82.0,0.439,10.0,26.0,0.385,16.0,18.0,0.889,8.0,36.0,44.0,20.0,6.0,6.0,16.0,17.0,98.0,,0.545,0.5,0.317,0.22,18.6,83.7,51.2,55.6,6.3,8.7,15.1,100.0,103.5,115.1,,,8.0,16.0,1.0,3.0,5.0,0.75,5.0,5.0,1.0,3.0,7.0,8.0,6.0,3.0,3.0,4.0,4.0,22.0,6.0,0.86,1.0,0.6,2.0,10.9,27.8,17.4,29.9,4.1,9.7,50.0,28.8,137.0,121.0,NYK,98,0,1,240.0,240.0,42.0,86.0,0.488,8.0,17.0,0.471,17.0,20.0,0.85,7.0,35.0,42.0,26.0,14.0,6.0,7.0,17.0,109.0,,0.575,0.535,0.198,0.233,16.3,81.4,48.8,61.9,14.8,10.7,6.9,100.0,115.1,103.5,,,13.0,23.0,0.75,4.0,5.0,1.0,7.0,8.0,1.0,2.0,9.0,10.0,6.0,3.0,4.0,3.0,5.0,33.0,19.0,1.0,1.0,0.625,0.5,11.6,33.4,18.5,24.2,8.4,9.3,21.8,36.6,155.0,112.0,BRK,109,1,2016,2016-02-19,False
629,240.0,240.0,42.0,86.0,0.488,8.0,17.0,0.471,17.0,20.0,0.85,7.0,35.0,42.0,26.0,14.0,6.0,7.0,17.0,109.0,,0.575,0.535,0.198,0.233,16.3,81.4,48.8,61.9,14.8,10.7,6.9,100.0,115.1,103.5,,,13.0,23.0,0.75,4.0,5.0,1.0,7.0,8.0,1.0,2.0,9.0,10.0,6.0,3.0,4.0,3.0,5.0,33.0,19.0,1.0,1.0,0.625,0.5,11.6,33.4,18.5,24.2,8.4,9.3,21.8,36.6,155.0,112.0,BRK,109,1,0,240.0,240.0,36.0,82.0,0.439,10.0,26.0,0.385,16.0,18.0,0.889,8.0,36.0,44.0,20.0,6.0,6.0,16.0,17.0,98.0,,0.545,0.5,0.317,0.22,18.6,83.7,51.2,55.6,6.3,8.7,15.1,100.0,103.5,115.1,,,8.0,16.0,1.0,3.0,5.0,0.75,5.0,5.0,1.0,3.0,7.0,8.0,6.0,3.0,3.0,4.0,4.0,22.0,6.0,0.86,1.0,0.6,2.0,10.9,27.8,17.4,29.9,4.1,9.7,50.0,28.8,137.0,121.0,NYK,98,0,2016,2016-02-19,True
630,240.0,240.0,38.0,88.0,0.432,5.0,18.0,0.278,25.0,34.0,0.735,11.0,34.0,45.0,22.0,7.0,7.0,8.0,19.0,106.0,,0.515,0.46,0.205,0.386,22.4,75.6,47.9,57.9,7.1,9.1,7.2,100.0,108.3,118.5,,,9.0,21.0,0.643,2.0,7.0,0.5,9.0,10.0,1.0,6.0,6.0,12.0,8.0,2.0,2.0,3.0,4.0,27.0,2.0,0.713,0.643,0.5,0.667,18.1,35.1,18.9,39.4,10.6,8.1,36.2,30.7,138.0,121.0,TOR,106,0,1,240.0,240.0,48.0,93.0,0.516,7.0,16.0,0.438,13.0,20.0,0.65,11.0,38.0,49.0,32.0,4.0,6.0,9.0,27.0,116.0,,0.57,0.554,0.172,0.215,24.4,77.6,52.1,66.7,4.1,8.6,8.1,100.0,118.5,108.3,,,13.0,20.0,1.0,4.0,5.0,0.8,6.0,7.0,1.0,2.0,11.0,11.0,9.0,1.0,1.0,4.0,4.0,30.0,15.0,0.882,1.0,0.667,1.333,8.8,33.6,18.3,34.5,3.7,6.4,25.0,35.4,178.0,115.0,CHI,116,1,2016,2016-02-19,False
631,240.0,240.0,48.0,93.0,0.516,7.0,16.0,0.438,13.0,20.0,0.65,11.0,38.0,49.0,32.0,4.0,6.0,9.0,27.0,116.0,,0.57,0.554,0.172,0.215,24.4,77.6,52.1,66.7,4.1,8.6,8.1,100.0,118.5,108.3,,,13.0,20.0,1.0,4.0,5.0,0.8,6.0,7.0,1.0,2.0,11.0,11.0,9.0,1.0,1.0,4.0,4.0,30.0,15.0,0.882,1.0,0.667,1.333,8.8,33.6,18.3,34.5,3.7,6.4,25.0,35.4,178.0,115.0,CHI,116,1,0,240.0,240.0,38.0,88.0,0.432,5.0,18.0,0.278,25.0,34.0,0.735,11.0,34.0,45.0,22.0,7.0,7.0,8.0,19.0,106.0,,0.515,0.46,0.205,0.386,22.4,75.6,47.9,57.9,7.1,9.1,7.2,100.0,108.3,118.5,,,9.0,21.0,0.643,2.0,7.0,0.5,9.0,10.0,1.0,6.0,6.0,12.0,8.0,2.0,2.0,3.0,4.0,27.0,2.0,0.713,0.643,0.5,0.667,18.1,35.1,18.9,39.4,10.6,8.1,36.2,30.7,138.0,121.0,TOR,106,0,2016,2016-02-19,True
632,240.0,240.0,48.0,88.0,0.545,6.0,12.0,0.5,17.0,18.0,0.944,13.0,26.0,39.0,30.0,6.0,9.0,10.0,20.0,119.0,,0.62,0.58,0.136,0.205,35.1,68.4,52.0,62.5,6.6,15.3,9.4,100.0,130.3,123.7,,,9.0,16.0,0.75,3.0,7.0,1.0,7.0,7.0,1.0,5.0,8.0,13.0,7.0,2.0,3.0,3.0,5.0,25.0,9.0,1.025,1.0,0.75,0.556,23.2,36.2,29.8,46.1,3.6,8.7,30.0,29.9,211.0,133.0,SAS,119,0,1,240.0,240.0,40.0,81.0,0.494,10.0,22.0,0.455,23.0,26.0,0.885,12.0,24.0,36.0,20.0,5.0,4.0,15.0,17.0,113.0,,0.611,0.556,0.272,0.321,31.6,64.9,48.0,50.0,5.5,5.3,14.0,100.0,123.7,130.3,,,10.0,25.0,1.0,4.0,8.0,1.0,5.0,5.0,1.0,5.0,10.0,15.0,6.0,2.0,2.0,3.0,3.0,25.0,-1.0,1.025,1.0,0.455,0.8,22.6,41.5,30.7,26.4,4.1,4.9,33.3,46.1,154.0,137.0,LAL,113,1,2016,2016-02-19,True
633,240.0,240.0,40.0,81.0,0.494,10.0,22.0,0.455,23.0,26.0,0.885,12.0,24.0,36.0,20.0,5.0,4.0,15.0,17.0,113.0,,0.611,0.556,0.272,0.321,31.6,64.9,48.0,50.0,5.5,5.3,14.0,100.0,123.7,130.3,,,10.0,25.0,1.0,4.0,8.0,1.0,5.0,5.0,1.0,5.0,10.0,15.0,6.0,2.0,2.0,3.0,3.0,25.0,-1.0,1.025,1.0,0.455,0.8,22.6,41.5,30.7,26.4,4.1,4.9,33.3,46.1,154.0,137.0,LAL,113,1,0,240.0,240.0,48.0,88.0,0.545,6.0,12.0,0.5,17.0,18.0,0.944,13.0,26.0,39.0,30.0,6.0,9.0,10.0,20.0,119.0,,0.62,0.58,0.136,0.205,35.1,68.4,52.0,62.5,6.6,15.3,9.4,100.0,130.3,123.7,,,9.0,16.0,0.75,3.0,7.0,1.0,7.0,7.0,1.0,5.0,8.0,13.0,7.0,2.0,3.0,3.0,5.0,25.0,9.0,1.025,1.0,0.75,0.556,23.2,36.2,29.8,46.1,3.6,8.7,30.0,29.9,211.0,133.0,SAS,119,0,2016,2016-02-19,False
634,240.0,240.0,31.0,75.0,0.413,11.0,26.0,0.423,31.0,31.0,1.0,11.0,31.0,42.0,25.0,7.0,6.0,20.0,25.0,104.0,,0.587,0.487,0.347,0.413,26.2,73.8,50.0,80.6,7.3,9.8,18.4,100.0,109.2,114.4,,,8.0,15.0,0.615,4.0,6.0,1.0,10.0,10.0,1.0,5.0,10.0,15.0,9.0,3.0,2.0,4.0,5.0,22.0,1.0,0.888,0.8,1.0,1.0,16.1,35.7,24.1,61.5,5.2,12.0,50.0,35.6,148.0,123.0,MIN,104,0,1,240.0,240.0,40.0,82.0,0.488,7.0,21.0,0.333,22.0,28.0,0.786,11.0,31.0,42.0,17.0,13.0,5.0,14.0,24.0,109.0,,0.578,0.53,0.256,0.341,26.2,73.8,50.0,42.5,13.6,10.2,12.9,100.0,114.4,109.2,,,10.0,19.0,1.0,3.0,8.0,1.0,6.0,6.0,1.0,4.0,7.0,11.0,7.0,3.0,3.0,3.0,5.0,25.0,11.0,1.0,1.0,0.8,1.0,15.2,26.5,20.9,31.9,11.6,9.8,33.3,29.6,158.0,122.0,MEM,109,1,2016,2016-02-19,False
635,240.0,240.0,40.0,82.0,0.488,7.0,21.0,0.333,22.0,28.0,0.786,11.0,31.0,42.0,17.0,13.0,5.0,14.0,24.0,109.0,,0.578,0.53,0.256,0.341,26.2,73.8,50.0,42.5,13.6,10.2,12.9,100.0,114.4,109.2,,,10.0,19.0,1.0,3.0,8.0,1.0,6.0,6.0,1.0,4.0,7.0,11.0,7.0,3.0,3.0,3.0,5.0,25.0,11.0,1.0,1.0,0.8,1.0,15.2,26.5,20.9,31.9,11.6,9.8,33.3,29.6,158.0,122.0,MEM,109,1,0,240.0,240.0,31.0,75.0,0.413,11.0,26.0,0.423,31.0,31.0,1.0,11.0,31.0,42.0,25.0,7.0,6.0,20.0,25.0,104.0,,0.587,0.487,0.347,0.413,26.2,73.8,50.0,80.6,7.3,9.8,18.4,100.0,109.2,114.4,,,8.0,15.0,0.615,4.0,6.0,1.0,10.0,10.0,1.0,5.0,10.0,15.0,9.0,3.0,2.0,4.0,5.0,22.0,1.0,0.888,0.8,1.0,1.0,16.1,35.7,24.1,61.5,5.2,12.0,50.0,35.6,148.0,123.0,MIN,104,0,2016,2016-02-19,True
636,240.0,240.0,37.0,86.0,0.43,9.0,31.0,0.29,15.0,18.0,0.833,8.0,29.0,37.0,13.0,13.0,6.0,17.0,16.0,98.0,,0.522,0.483,0.36,0.209,18.6,70.7,44.0,35.1,13.1,9.7,15.3,100.0,99.1,96.1,,,9.0,16.0,0.75,4.0,9.0,0.444,5.0,7.0,1.0,5.0,6.0,8.0,4.0,4.0,3.0,4.0,4.0,25.0,18.0,0.81,0.75,0.6,0.438,17.8,25.1,14.6,17.4,8.4,6.5,26.7,26.2,175.0,108.0,CHO,98,0,1,240.0,240.0,36.0,81.0,0.444,7.0,19.0,0.368,16.0,21.0,0.762,12.0,35.0,47.0,22.0,7.0,11.0,22.0,17.0,95.0,,0.526,0.488,0.235,0.259,29.3,81.4,56.0,61.1,7.1,20.0,19.6,100.0,96.1,99.1,,,10.0,19.0,0.857,3.0,6.0,0.75,5.0,7.0,1.0,3.0,10.0,12.0,7.0,2.0,3.0,6.0,3.0,23.0,9.0,1.0,1.0,0.8,2.0,12.7,29.0,17.8,29.8,2.6,14.2,51.5,28.4,144.0,109.0,MIL,95,1,2016,2016-02-19,True
637,240.0,240.0,36.0,81.0,0.444,7.0,19.0,0.368,16.0,21.0,0.762,12.0,35.0,47.0,22.0,7.0,11.0,22.0,17.0,95.0,,0.526,0.488,0.235,0.259,29.3,81.4,56.0,61.1,7.1,20.0,19.6,100.0,96.1,99.1,,,10.0,19.0,0.857,3.0,6.0,0.75,5.0,7.0,1.0,3.0,10.0,12.0,7.0,2.0,3.0,6.0,3.0,23.0,9.0,1.0,1.0,0.8,2.0,12.7,29.0,17.8,29.8,2.6,14.2,51.5,28.4,144.0,109.0,MIL,95,1,0,240.0,240.0,37.0,86.0,0.43,9.0,31.0,0.29,15.0,18.0,0.833,8.0,29.0,37.0,13.0,13.0,6.0,17.0,16.0,98.0,,0.522,0.483,0.36,0.209,18.6,70.7,44.0,35.1,13.1,9.7,15.3,100.0,99.1,96.1,,,9.0,16.0,0.75,4.0,9.0,0.444,5.0,7.0,1.0,5.0,6.0,8.0,4.0,4.0,3.0,4.0,4.0,25.0,18.0,0.81,0.75,0.6,0.438,17.8,25.1,14.6,17.4,8.4,6.5,26.7,26.2,175.0,108.0,CHO,98,0,2016,2016-02-19,False
638,240.0,240.0,40.0,76.0,0.526,12.0,27.0,0.444,22.0,26.0,0.846,3.0,29.0,32.0,20.0,11.0,4.0,19.0,27.0,114.0,,0.652,0.605,0.355,0.342,8.8,72.5,43.2,50.0,10.8,6.3,17.9,100.0,112.2,119.1,,,10.0,15.0,1.0,4.0,7.0,1.0,6.0,6.0,1.0,1.0,8.0,9.0,7.0,4.0,2.0,4.0,6.0,24.0,12.0,1.16,1.333,1.0,1.2,17.4,31.0,16.8,49.9,6.0,5.9,50.0,27.4,230.0,128.0,PHI,114,0,1,240.0,240.0,41.0,81.0,0.506,7.0,17.0,0.412,32.0,40.0,0.8,11.0,31.0,42.0,22.0,12.0,4.0,16.0,22.0,121.0,,0.614,0.549,0.21,0.494,27.5,91.2,56.8,53.7,11.8,8.2,14.0,100.0,119.1,112.2,,,9.0,22.0,1.0,4.0,6.0,0.667,16.0,20.0,1.0,7.0,7.0,14.0,12.0,4.0,2.0,4.0,4.0,34.0,22.0,1.0,1.0,1.0,1.0,43.7,51.4,47.3,58.4,8.3,10.2,50.0,35.8,154.0,120.0,NOP,121,1,2016,2016-02-19,False
639,240.0,240.0,41.0,81.0,0.506,7.0,17.0,0.412,32.0,40.0,0.8,11.0,31.0,42.0,22.0,12.0,4.0,16.0,22.0,121.0,,0.614,0.549,0.21,0.494,27.5,91.2,56.8,53.7,11.8,8.2,14.0,100.0,119.1,112.2,,,9.0,22.0,1.0,4.0,6.0,0.667,16.0,20.0,1.0,7.0,7.0,14.0,12.0,4.0,2.0,4.0,4.0,34.0,22.0,1.0,1.0,1.0,1.0,43.7,51.4,47.3,58.4,8.3,10.2,50.0,35.8,154.0,120.0,NOP,121,1,0,240.0,240.0,40.0,76.0,0.526,12.0,27.0,0.444,22.0,26.0,0.846,3.0,29.0,32.0,20.0,11.0,4.0,19.0,27.0,114.0,,0.652,0.605,0.355,0.342,8.8,72.5,43.2,50.0,10.8,6.3,17.9,100.0,112.2,119.1,,,10.0,15.0,1.0,4.0,7.0,1.0,6.0,6.0,1.0,1.0,8.0,9.0,7.0,4.0,2.0,4.0,6.0,24.0,12.0,1.16,1.333,1.0,1.2,17.4,31.0,16.8,49.9,6.0,5.9,50.0,27.4,230.0,128.0,PHI,114,0,2016,2016-02-19,True
640,240.0,240.0,39.0,88.0,0.443,9.0,22.0,0.409,14.0,22.0,0.636,10.0,35.0,45.0,27.0,8.0,8.0,11.0,14.0,101.0,,0.517,0.494,0.25,0.25,20.4,79.5,48.4,69.2,8.1,11.4,10.1,100.0,101.9,98.8,,,10.0,18.0,1.0,3.0,7.0,1.0,8.0,9.0,1.0,4.0,8.0,11.0,10.0,3.0,6.0,3.0,4.0,27.0,12.0,0.708,1.0,0.545,2.0,15.8,23.0,16.6,45.8,4.8,11.6,33.3,26.7,128.0,106.0,IND,101,0,1,240.0,240.0,42.0,96.0,0.438,5.0,26.0,0.192,9.0,10.0,0.9,9.0,39.0,48.0,28.0,6.0,4.0,13.0,21.0,98.0,,0.488,0.464,0.271,0.104,20.5,79.6,51.6,66.7,6.1,6.1,11.5,100.0,98.8,101.9,,,13.0,26.0,0.667,2.0,9.0,1.0,3.0,3.0,1.0,4.0,8.0,11.0,18.0,2.0,2.0,5.0,4.0,31.0,11.0,0.773,0.667,0.667,0.667,21.7,29.2,25.6,80.0,4.2,4.5,100.0,35.7,136.0,110.0,OKC,98,1,2016,2016-02-19,True
641,240.0,240.0,42.0,96.0,0.438,5.0,26.0,0.192,9.0,10.0,0.9,9.0,39.0,48.0,28.0,6.0,4.0,13.0,21.0,98.0,,0.488,0.464,0.271,0.104,20.5,79.6,51.6,66.7,6.1,6.1,11.5,100.0,98.8,101.9,,,13.0,26.0,0.667,2.0,9.0,1.0,3.0,3.0,1.0,4.0,8.0,11.0,18.0,2.0,2.0,5.0,4.0,31.0,11.0,0.773,0.667,0.667,0.667,21.7,29.2,25.6,80.0,4.2,4.5,100.0,35.7,136.0,110.0,OKC,98,1,0,240.0,240.0,39.0,88.0,0.443,9.0,22.0,0.409,14.0,22.0,0.636,10.0,35.0,45.0,27.0,8.0,8.0,11.0,14.0,101.0,,0.517,0.494,0.25,0.25,20.4,79.5,48.4,69.2,8.1,11.4,10.1,100.0,101.9,98.8,,,10.0,18.0,1.0,3.0,7.0,1.0,8.0,9.0,1.0,4.0,8.0,11.0,10.0,3.0,6.0,3.0,4.0,27.0,12.0,0.708,1.0,0.545,2.0,15.8,23.0,16.6,45.8,4.8,11.6,33.3,26.7,128.0,106.0,IND,101,0,2016,2016-02-19,False
642,265.0,265.0,37.0,89.0,0.416,19.0,41.0,0.463,11.0,18.0,0.611,6.0,39.0,45.0,23.0,8.0,6.0,18.0,12.0,104.0,,0.537,0.522,0.461,0.202,10.9,73.6,41.7,62.2,7.6,9.0,15.7,100.0,98.3,103.9,,,9.0,18.0,0.818,6.0,9.0,0.857,5.0,8.0,0.75,4.0,15.0,19.0,7.0,3.0,3.0,4.0,2.0,25.0,6.0,1.091,1.091,0.75,0.889,24.4,37.1,23.1,34.9,12.7,33.9,28.6,39.5,241.0,113.0,DAL,104,0,1,265.0,265.0,41.0,102.0,0.402,13.0,35.0,0.371,15.0,17.0,0.882,14.0,49.0,63.0,25.0,10.0,4.0,12.0,20.0,110.0,,0.502,0.466,0.343,0.167,26.4,89.1,58.3,61.0,9.4,8.3,9.9,100.0,103.9,98.3,,,8.0,20.0,0.5,4.0,9.0,1.0,5.0,6.0,1.0,3.0,11.0,13.0,8.0,6.0,2.0,4.0,6.0,21.0,15.0,0.654,0.583,0.75,0.545,10.7,29.3,19.3,28.4,10.7,6.3,20.0,32.8,126.0,105.0,ORL,110,1,2016,2016-02-19,False
643,265.0,265.0,41.0,102.0,0.402,13.0,35.0,0.371,15.0,17.0,0.882,14.0,49.0,63.0,25.0,10.0,4.0,12.0,20.0,110.0,,0.502,0.466,0.343,0.167,26.4,89.1,58.3,61.0,9.4,8.3,9.9,100.0,103.9,98.3,,,8.0,20.0,0.5,4.0,9.0,1.0,5.0,6.0,1.0,3.0,11.0,13.0,8.0,6.0,2.0,4.0,6.0,21.0,15.0,0.654,0.583,0.75,0.545,10.7,29.3,19.3,28.4,10.7,6.3,20.0,32.8,126.0,105.0,ORL,110,1,0,265.0,265.0,37.0,89.0,0.416,19.0,41.0,0.463,11.0,18.0,0.611,6.0,39.0,45.0,23.0,8.0,6.0,18.0,12.0,104.0,,0.537,0.522,0.461,0.202,10.9,73.6,41.7,62.2,7.6,9.0,15.7,100.0,98.3,103.9,,,9.0,18.0,0.818,6.0,9.0,0.857,5.0,8.0,0.75,4.0,15.0,19.0,7.0,3.0,3.0,4.0,2.0,25.0,6.0,1.091,1.091,0.75,0.889,24.4,37.1,23.1,34.9,12.7,33.9,28.6,39.5,241.0,113.0,DAL,104,0,2016,2016-02-19,True
644,240.0,240.0,37.0,78.0,0.474,7.0,24.0,0.292,35.0,56.0,0.625,13.0,38.0,51.0,20.0,16.0,4.0,20.0,32.0,116.0,,0.565,0.519,0.308,0.718,29.5,80.9,56.0,54.1,15.0,8.5,16.3,100.0,109.0,94.0,,,8.0,16.0,0.714,4.0,9.0,0.667,14.0,17.0,1.0,3.0,9.0,10.0,7.0,5.0,1.0,5.0,5.0,27.0,40.0,0.854,0.833,0.583,1.25,15.4,34.2,20.6,35.5,7.0,8.8,40.0,29.9,154.0,106.0,HOU,116,0,1,240.0,240.0,30.0,82.0,0.366,11.0,35.0,0.314,29.0,35.0,0.829,9.0,31.0,40.0,23.0,7.0,6.0,20.0,33.0,100.0,,0.513,0.433,0.427,0.427,19.1,70.5,44.0,76.7,6.6,11.1,17.0,100.0,94.0,109.0,,,7.0,13.0,1.0,3.0,7.0,0.5,8.0,9.0,1.0,4.0,8.0,12.0,4.0,2.0,2.0,5.0,5.0,25.0,21.0,1.0,1.0,0.636,0.8,15.0,41.9,23.3,42.2,3.1,8.3,33.3,35.6,200.0,115.0,PHO,100,1,2016,2016-02-19,True
645,240.0,240.0,30.0,82.0,0.366,11.0,35.0,0.314,29.0,35.0,0.829,9.0,31.0,40.0,23.0,7.0,6.0,20.0,33.0,100.0,,0.513,0.433,0.427,0.427,19.1,70.5,44.0,76.7,6.6,11.1,17.0,100.0,94.0,109.0,,,7.0,13.0,1.0,3.0,7.0,0.5,8.0,9.0,1.0,4.0,8.0,12.0,4.0,2.0,2.0,5.0,5.0,25.0,21.0,1.0,1.0,0.636,0.8,15.0,41.9,23.3,42.2,3.1,8.3,33.3,35.6,200.0,115.0,PHO,100,1,0,240.0,240.0,37.0,78.0,0.474,7.0,24.0,0.292,35.0,56.0,0.625,13.0,38.0,51.0,20.0,16.0,4.0,20.0,32.0,116.0,,0.565,0.519,0.308,0.718,29.5,80.9,56.0,54.1,15.0,8.5,16.3,100.0,109.0,94.0,,,8.0,16.0,0.714,4.0,9.0,0.667,14.0,17.0,1.0,3.0,9.0,10.0,7.0,5.0,1.0,5.0,5.0,27.0,40.0,0.854,0.833,0.583,1.25,15.4,34.2,20.6,35.5,7.0,8.8,40.0,29.9,154.0,106.0,HOU,116,0,2016,2016-02-19,False
646,240.0,240.0,36.0,92.0,0.391,12.0,34.0,0.353,21.0,28.0,0.75,14.0,33.0,47.0,25.0,7.0,4.0,20.0,17.0,105.0,,0.503,0.457,0.37,0.304,25.9,80.5,49.5,69.4,6.4,6.0,16.1,100.0,96.6,126.0,,,12.0,23.0,0.714,7.0,13.0,1.0,6.0,6.0,1.0,4.0,11.0,12.0,8.0,2.0,3.0,9.0,4.0,31.0,2.0,0.888,0.857,0.833,4.0,40.3,53.1,45.8,64.7,7.0,15.3,53.3,40.3,150.0,132.0,GSW,105,0,1,240.0,240.0,52.0,97.0,0.536,17.0,30.0,0.567,16.0,23.0,0.696,8.0,40.0,48.0,28.0,12.0,4.0,13.0,21.0,137.0,,0.639,0.624,0.309,0.237,19.5,74.1,50.5,53.8,11.0,6.9,10.8,100.0,126.0,96.6,,,18.0,28.0,0.833,9.0,12.0,1.0,6.0,7.0,1.0,3.0,6.0,8.0,7.0,6.0,1.0,6.0,3.0,51.0,32.0,0.917,0.917,1.0,0.667,24.6,37.4,25.7,44.6,8.5,3.3,100.0,39.9,167.0,109.0,POR,137,1,2016,2016-02-19,False
647,240.0,240.0,52.0,97.0,0.536,17.0,30.0,0.567,16.0,23.0,0.696,8.0,40.0,48.0,28.0,12.0,4.0,13.0,21.0,137.0,,0.639,0.624,0.309,0.237,19.5,74.1,50.5,53.8,11.0,6.9,10.8,100.0,126.0,96.6,,,18.0,28.0,0.833,9.0,12.0,1.0,6.0,7.0,1.0,3.0,6.0,8.0,7.0,6.0,1.0,6.0,3.0,51.0,32.0,0.917,0.917,1.0,0.667,24.6,37.4,25.7,44.6,8.5,3.3,100.0,39.9,167.0,109.0,POR,137,1,0,240.0,240.0,36.0,92.0,0.391,12.0,34.0,0.353,21.0,28.0,0.75,14.0,33.0,47.0,25.0,7.0,4.0,20.0,17.0,105.0,,0.503,0.457,0.37,0.304,25.9,80.5,49.5,69.4,6.4,6.0,16.1,100.0,96.6,126.0,,,12.0,23.0,0.714,7.0,13.0,1.0,6.0,6.0,1.0,4.0,11.0,12.0,8.0,2.0,3.0,9.0,4.0,31.0,2.0,0.888,0.857,0.833,4.0,40.3,53.1,45.8,64.7,7.0,15.3,53.3,40.3,150.0,132.0,GSW,105,0,2016,2016-02-19,True
648,240.0,240.0,42.0,90.0,0.467,8.0,24.0,0.333,18.0,26.0,0.692,9.0,35.0,44.0,26.0,12.0,5.0,18.0,26.0,110.0,,0.542,0.511,0.267,0.289,19.1,83.3,49.4,61.9,11.0,8.1,15.1,100.0,100.7,106.2,,,10.0,14.0,0.714,3.0,5.0,1.0,12.0,13.0,1.0,2.0,8.0,9.0,6.0,3.0,2.0,5.0,5.0,27.0,3.0,0.807,0.75,0.5,1.182,14.5,34.6,21.0,41.2,7.0,11.0,100.0,25.6,139.0,111.0,DEN,110,0,1,240.0,240.0,41.0,83.0,0.494,10.0,21.0,0.476,24.0,31.0,0.774,7.0,38.0,45.0,16.0,12.0,8.0,22.0,24.0,116.0,,0.6,0.554,0.253,0.373,16.7,80.9,50.6,39.0,11.0,12.1,18.5,100.0,106.2,100.7,,,12.0,20.0,1.0,4.0,6.0,1.0,12.0,15.0,1.0,5.0,19.0,20.0,9.0,5.0,4.0,6.0,4.0,37.0,11.0,1.0,1.0,0.5,0.75,14.5,86.3,45.6,35.0,5.6,15.2,100.0,34.2,200.0,109.0,SAC,116,1,2016,2016-02-19,False
